student_id,iq_test_marks,study_hours_per_day,extra_activity,time_spent_on_extra_activity_hrs,attended_academic_activity,courses_count,attendance_percentage,kan_marks,english_marks,maths_marks,chemistry_marks,biology_or_cs_marks,physics_marks,average_marks,capability_score,result,confidence
212,82.2,1.34,No,1.0,No,3,92.9,70.3,78.3,81.8,99.3,52.6,68.1,75.1,0.6594,Pass,High
213,60.1,0.7,No,0.7,No,2,79.4,68.1,64.0,66.8,67.0,57.7,48.3,62.0,0.4792,Fail,Low
214,94.8,1.1,No,0.8,No,5,63.9,76.3,81.9,86.5,77.7,80.6,74.5,79.6,0.696,Pass,High
215,67.3,0.97,Yes,0.9,Yes,4,81.5,88.8,77.5,89.3,90.1,73.8,85.2,84.1,0.601,Pass,Medium
216,98.6,0.44,Yes,0.6,Yes,4,71.8,66.0,87.4,69.4,98.9,86.0,100.0,84.6,0.7519,Pass,High
217,53.1,1.54,No,0.0,No,1,76.5,60.6,72.1,75.3,57.5,26.4,59.9,58.6,0.4734,Fail,Low
218,82.1,0.0,Yes,0.5,Yes,6,66.3,61.3,84.7,67.1,71.0,54.1,57.3,65.9,0.6276,Pass,Medium
219,95.3,0.29,No,0.6,No,3,63.6,93.3,100.0,48.5,65.5,65.3,89.5,77.0,0.6551,Pass,High
220,64.9,0.47,Yes,4.5,Yes,4,77.9,66.8,40.9,86.2,44.5,78.3,75.6,65.4,0.5671,Fail,Medium
221,61.1,1.39,No,0.0,No,4,77.9,60.9,49.9,43.0,67.6,66.4,76.8,60.8,0.519,Fail,Medium
222,79.4,0.75,No,0.0,No,1,82.3,80.1,63.0,63.6,73.0,67.1,66.5,68.9,0.5974,Pass,Medium
223,50.8,3.06,Yes,4.2,Yes,2,85.8,58.6,67.8,80.3,44.1,60.5,71.8,63.8,0.6166,Pass,Medium
224,33.5,1.56,No,0.0,No,2,81.8,38.4,41.0,50.9,42.6,26.6,38.7,39.7,0.3633,Fail,Low
225,82.5,1.21,No,0.5,No,2,83.6,62.0,69.8,62.8,68.9,82.9,68.8,69.2,0.6428,Pass,High
226,90.5,0.03,Yes,4.2,No,1,57.7,59.2,93.6,58.8,100.0,82.7,73.0,77.9,0.654,Pass,High
227,92.1,2.03,No,0.0,No,7,82.7,88.4,100.0,90.9,84.1,100.0,93.3,92.8,0.7456,Pass,High
228,71.8,1.2,Yes,4.9,Yes,3,79.0,76.4,66.0,63.8,68.5,70.6,62.0,67.9,0.6458,Pass,High
229,63.0,2.31,No,1.1,No,4,85.2,70.0,55.2,66.7,30.3,57.6,87.4,61.2,0.5864,Pass,Medium
230,74.4,1.74,No,0.0,No,1,79.3,61.4,56.8,66.6,88.0,46.7,67.1,64.4,0.614,Pass,Medium
231,52.1,2.23,Yes,1.9,No,3,74.6,68.0,72.5,55.2,63.9,75.6,51.0,64.4,0.5472,Fail,Medium
232,35.2,1.58,No,0.8,No,4,66.3,35.6,42.3,54.5,31.4,50.5,60.5,45.8,0.3635,Fail,Low
233,49.0,1.85,No,0.6,No,3,83.4,64.3,44.6,50.4,51.4,82.3,82.1,62.5,0.4752,Fail,Low
234,98.7,0.38,Yes,3.0,No,4,76.2,100.0,88.4,57.7,97.4,79.6,100.0,87.2,0.7399,Pass,High
235,58.5,0.37,Yes,6.9,No,3,69.0,66.6,41.4,49.5,71.0,91.4,50.5,61.7,0.4995,Fail,Low
236,21.6,2.24,Yes,2.9,No,4,74.8,32.0,38.0,25.0,45.9,56.0,28.8,37.6,0.3687,Fail,Low
237,48.8,2.1,Yes,4.2,No,2,77.8,64.8,70.6,64.7,67.3,47.5,55.1,61.7,0.5286,Fail,Medium
238,74.7,1.88,No,0.7,No,3,74.7,73.5,61.7,89.0,62.8,60.2,62.9,68.4,0.6224,Pass,Medium
239,70.0,0.57,Yes,6.5,No,0,70.7,49.9,56.9,80.0,77.9,71.8,35.0,61.9,0.5754,Fail,Medium
240,71.3,0.2,No,0.0,No,5,71.3,41.0,69.2,56.7,58.2,57.2,45.4,54.6,0.5154,Fail,Medium
241,42.6,1.15,No,0.9,No,4,67.2,32.0,63.1,40.6,54.5,45.7,36.5,45.4,0.3876,Fail,Low
242,69.4,2.3,No,0.3,No,6,70.4,60.2,70.2,87.0,52.6,82.1,52.1,67.4,0.6101,Pass,Medium
243,88.8,1.21,No,0.8,No,3,60.6,81.2,60.0,100.0,86.3,72.3,98.1,83.0,0.6596,Pass,High
244,57.2,0.16,No,0.0,No,0,69.0,49.2,25.6,66.7,48.5,43.5,33.8,44.6,0.4202,Fail,Low
245,90.8,0.61,Yes,5.0,No,2,68.2,58.4,99.3,70.6,70.2,85.4,86.0,78.3,0.6985,Pass,High
246,48.3,0.58,Yes,4.4,No,2,60.4,60.0,47.2,47.6,65.0,49.0,30.5,49.9,0.4327,Fail,Low
247,78.6,0.82,No,0.5,No,0,70.1,70.5,71.0,49.1,75.1,74.1,54.6,65.7,0.584,Pass,Medium
248,65.3,1.92,No,0.2,No,8,83.5,71.2,70.4,53.4,54.9,78.2,73.3,66.9,0.5818,Pass,Medium
249,82.8,0.96,No,0.2,No,5,74.6,100.0,98.4,62.0,65.4,62.9,80.0,78.1,0.6262,Pass,Medium
250,63.4,1.91,No,0.0,No,5,78.3,69.8,66.9,77.7,68.7,68.8,79.6,71.9,0.5604,Fail,Medium
251,97.9,1.03,No,1.5,No,2,76.8,77.3,91.8,77.5,88.6,55.2,91.4,80.3,0.722,Pass,High
252,48.5,0.93,Yes,7.5,No,1,58.7,58.2,55.6,61.5,69.4,41.4,29.7,52.6,0.4562,Fail,Low
253,66.2,1.4,No,0.3,No,0,87.1,62.6,63.8,62.5,76.7,79.8,71.7,69.5,0.555,Fail,Medium
254,52.6,1.22,Yes,7.3,No,2,77.5,54.7,59.2,43.8,40.1,69.1,55.8,53.8,0.5148,Fail,Medium
255,78.4,1.12,No,0.9,No,3,86.8,76.5,67.4,64.8,63.9,77.5,69.9,70.0,0.6192,Pass,Medium
256,45.8,0.76,Yes,3.6,No,2,64.8,42.3,52.0,37.8,43.8,64.4,47.7,48.0,0.4291,Fail,Low
257,64.8,0.73,No,1.2,No,4,71.9,71.1,49.9,64.8,42.1,51.0,67.3,57.7,0.5052,Fail,Low
258,58.4,0.0,No,0.0,No,4,71.9,48.8,43.3,61.2,46.4,33.3,53.9,47.8,0.4273,Fail,Low
259,44.8,2.83,No,0.0,No,6,72.4,46.2,61.6,57.4,64.1,50.5,63.8,57.3,0.4902,Fail,Low
260,79.3,0.98,No,1.0,No,2,71.8,83.8,68.0,78.4,76.5,58.1,59.1,70.7,0.6016,Pass,Medium
261,48.6,2.57,Yes,6.2,Yes,4,91.2,51.2,84.6,60.2,81.3,72.5,83.2,72.2,0.5918,Pass,Medium
262,86.1,0.0,No,1.4,No,5,67.5,70.4,75.0,51.5,49.6,65.0,70.2,63.6,0.5938,Pass,Medium
263,66.9,2.03,Yes,3.0,No,3,68.1,74.0,59.7,78.3,60.9,67.8,65.3,67.7,0.6222,Pass,Medium
264,100.0,0.0,No,0.9,No,3,66.1,51.3,63.4,70.4,76.2,60.7,82.3,67.4,0.6721,Pass,High
265,52.3,2.28,No,0.8,Yes,4,68.5,61.3,55.0,68.2,68.2,80.7,82.3,69.3,0.5233,Fail,Medium
266,50.4,2.54,No,0.8,No,2,76.8,50.9,54.0,73.0,29.2,53.5,66.3,54.5,0.5107,Fail,Low
267,64.7,0.6,No,0.7,No,2,66.1,59.3,46.7,49.0,60.8,49.9,50.7,52.7,0.4886,Fail,Low
268,79.7,0.05,Yes,1.2,No,3,64.8,72.1,48.5,77.4,66.1,46.9,80.9,65.3,0.5923,Pass,Medium
269,62.0,0.74,No,0.6,No,2,69.6,45.6,66.1,74.7,50.1,70.4,39.1,57.7,0.4826,Fail,Low
270,79.0,0.0,Yes,2.0,No,5,67.5,38.4,86.7,37.9,67.1,61.6,77.4,61.5,0.5928,Pass,Medium
271,78.0,0.76,No,0.0,No,3,88.8,81.8,92.4,68.4,70.8,67.0,72.6,75.5,0.5986,Pass,Medium
272,67.0,2.5,Yes,3.7,No,2,78.6,69.4,60.7,73.3,81.2,75.6,63.2,70.6,0.6574,Pass,High
273,18.8,1.22,No,0.3,No,2,70.5,31.9,27.1,29.7,26.7,7.5,6.4,21.6,0.2476,Fail,Low
274,73.2,1.17,No,0.5,No,4,61.8,87.8,60.4,42.8,79.0,61.2,64.5,66.0,0.5658,Fail,Medium
275,71.5,2.58,No,1.2,No,2,75.5,73.3,77.2,87.5,69.5,86.4,72.8,77.8,0.639,Pass,Medium
276,64.1,0.0,Yes,0.5,Yes,3,73.5,66.9,74.3,68.5,49.5,73.7,80.3,68.9,0.5231,Fail,Medium
277,44.1,2.51,No,0.8,No,1,74.3,49.2,50.4,26.7,67.8,38.3,37.2,44.9,0.4676,Fail,Low
278,52.3,2.78,Yes,3.8,No,1,70.7,33.9,50.0,51.9,51.3,63.9,57.1,51.4,0.5742,Fail,Medium
279,66.3,0.14,Yes,4.6,No,4,67.9,69.1,81.7,76.7,61.1,55.1,56.3,66.7,0.5292,Fail,Medium
280,60.1,0.0,Yes,4.8,No,5,69.3,67.1,43.8,67.2,62.7,62.1,65.3,61.4,0.4882,Fail,Low
281,67.7,1.22,Yes,3.0,No,5,72.1,78.4,55.8,61.0,82.8,66.7,67.7,68.7,0.593,Pass,Medium
282,63.0,0.85,Yes,6.8,No,4,75.6,80.1,67.6,56.0,81.5,84.2,73.2,73.8,0.5581,Fail,Medium
283,70.9,0.16,Yes,1.1,No,4,74.9,42.3,80.7,61.7,75.6,52.4,76.2,64.8,0.556,Fail,Medium
284,52.0,1.16,Yes,4.5,Yes,0,71.5,57.7,59.6,48.8,53.3,58.4,45.5,53.9,0.5128,Fail,Medium
285,87.8,0.08,Yes,6.8,Yes,2,83.1,92.5,79.0,87.7,75.5,69.9,80.4,80.8,0.6934,Pass,High
286,47.0,0.83,No,0.8,No,3,74.0,47.3,27.5,46.1,61.1,42.5,72.2,49.4,0.4032,Fail,Low
287,17.8,1.78,No,0.5,No,4,71.7,42.6,22.0,36.9,26.7,27.0,40.8,32.7,0.2738,Fail,Low
288,92.8,1.06,No,0.1,No,4,72.9,67.4,100.0,100.0,95.7,73.1,65.6,83.6,0.688,Pass,High
289,52.7,1.21,Yes,3.0,No,5,84.7,56.7,63.6,59.9,46.7,73.2,61.8,60.3,0.5152,Fail,Medium
290,77.7,1.85,No,0.8,No,1,74.3,74.7,70.6,78.2,85.2,77.6,83.8,78.4,0.6362,Pass,Medium
291,61.3,0.63,No,0.9,No,2,58.2,43.6,39.6,52.0,65.1,50.1,29.3,46.6,0.4622,Fail,Low
292,76.9,2.04,Yes,0.5,Yes,3,82.3,93.7,91.3,99.7,59.3,57.8,93.8,82.6,0.7107,Pass,High
293,45.4,0.27,Yes,5.6,No,6,57.8,49.6,39.4,30.7,43.8,18.9,42.5,37.5,0.4052,Fail,Low
294,81.4,0.0,Yes,5.6,No,2,65.9,51.5,60.0,86.5,61.9,66.5,74.2,66.8,0.6108,Pass,Medium
295,71.2,0.84,Yes,4.7,No,6,62.9,54.5,56.1,66.4,54.4,46.4,68.6,57.7,0.5914,Pass,Medium
296,65.5,0.88,No,0.0,No,3,77.8,63.5,76.5,65.6,64.4,87.4,82.9,73.4,0.5186,Fail,Medium
297,97.0,0.0,Yes,0.7,No,5,77.7,55.6,100.0,77.0,88.1,73.7,91.1,80.9,0.7077,Pass,High
298,97.0,0.47,Yes,2.9,Yes,4,75.2,91.0,91.1,81.1,66.9,65.7,92.2,81.3,0.753,Pass,High
299,62.3,0.33,No,0.1,No,3,63.9,50.5,50.5,56.0,49.6,42.0,32.5,46.8,0.4582,Fail,Low
300,87.3,0.58,Yes,2.7,Yes,4,74.2,64.6,75.5,67.9,83.1,64.5,93.0,74.8,0.6988,Pass,High
301,100.0,1.44,Yes,0.9,No,5,79.7,94.5,89.6,89.8,65.4,100.0,100.0,89.9,0.8002,Pass,High
302,41.8,2.29,Yes,3.1,Yes,4,79.9,53.5,37.8,74.5,56.0,45.7,73.5,56.8,0.5179,Fail,Medium
303,62.4,1.52,Yes,6.2,No,4,75.5,61.1,66.4,64.8,89.2,70.2,59.8,68.6,0.5864,Pass,Medium
304,63.1,1.75,No,0.0,No,3,77.0,53.7,75.7,60.8,43.8,66.4,69.2,61.6,0.5469,Fail,Medium
305,77.6,0.53,Yes,1.7,No,4,66.3,68.8,62.3,74.4,60.0,58.2,65.0,64.8,0.6076,Pass,Medium
306,73.8,2.12,No,0.0,No,3,73.8,89.0,68.7,57.5,54.1,60.8,75.1,67.5,0.6264,Pass,Medium
307,96.5,1.46,Yes,2.8,Yes,5,79.5,100.0,95.0,89.0,96.7,81.8,83.6,91.0,0.8048,Pass,High
308,24.7,2.38,No,0.0,No,3,61.4,60.4,23.5,34.8,25.4,28.6,40.1,35.5,0.3324,Fail,Low
309,51.7,1.28,No,0.8,No,2,79.1,44.0,33.7,61.7,78.6,53.4,58.8,55.0,0.4578,Fail,Low
310,60.4,0.79,Yes,0.5,Yes,5,79.6,59.1,62.1,59.8,67.2,65.6,80.0,65.6,0.549,Fail,Medium
311,90.9,0.0,No,1.3,No,4,65.6,74.8,85.0,52.6,73.3,66.6,46.5,66.5,0.6192,Pass,Medium
312,88.5,0.67,Yes,3.4,Yes,5,72.7,83.4,90.3,60.8,60.6,67.7,84.4,74.5,0.712,Pass,High
313,67.7,0.39,No,0.0,No,4,64.3,42.0,71.3,63.4,46.9,86.4,63.6,62.3,0.495,Fail,Low
314,78.1,0.1,No,0.8,No,3,57.7,56.7,44.6,73.8,65.3,53.2,69.7,60.6,0.537,Fail,Medium
315,75.8,1.21,No,0.8,No,2,80.9,67.2,68.8,68.2,70.8,55.7,68.6,66.6,0.6007,Pass,Medium
316,61.3,2.07,Yes,0.6,No,4,84.3,96.0,50.7,63.2,63.0,86.7,81.7,73.6,0.6021,Pass,Medium
317,77.2,1.31,No,0.9,No,6,91.8,72.9,69.7,100.0,54.1,86.6,61.4,74.1,0.6302,Pass,Medium
318,62.2,2.04,No,0.0,No,2,73.5,52.0,80.2,71.4,42.5,75.0,66.4,64.6,0.5512,Fail,Medium
319,100.0,0.18,No,0.7,No,2,66.3,86.0,61.8,81.0,66.7,73.7,69.3,73.1,0.6796,Pass,High
320,98.2,0.48,No,0.0,No,6,71.8,92.9,90.9,81.5,76.5,89.8,67.4,83.2,0.6925,Pass,High
321,67.9,2.61,Yes,5.5,No,3,68.1,84.5,70.6,73.8,62.1,77.0,90.5,76.4,0.6635,Pass,High
322,84.0,0.26,No,0.0,No,1,66.3,68.0,82.9,73.6,83.9,78.4,58.4,74.2,0.5846,Pass,Medium
323,100.0,0.57,No,0.1,No,2,68.4,82.0,76.3,78.1,76.2,84.4,68.2,77.5,0.6996,Pass,High
324,67.3,1.01,Yes,2.8,Yes,5,82.3,54.4,68.2,40.1,57.7,70.6,58.5,58.2,0.6098,Pass,Medium
325,51.4,0.91,No,0.5,No,1,71.3,39.5,44.4,28.5,30.3,55.0,44.2,40.3,0.4277,Fail,Low
326,76.5,1.21,No,1.5,No,1,70.3,61.5,61.2,96.2,78.8,46.4,75.6,69.9,0.5948,Pass,Medium
327,96.1,0.19,No,0.1,No,3,84.1,98.3,71.5,67.6,90.8,76.6,87.4,82.0,0.6742,Pass,High
328,41.8,0.94,No,0.6,No,8,53.4,54.7,50.4,21.7,43.4,51.9,47.5,44.9,0.3627,Fail,Low
329,67.1,1.23,No,0.4,Yes,2,94.5,62.5,70.8,84.4,76.5,64.8,45.1,67.4,0.5821,Pass,Medium
330,55.7,1.36,Yes,0.5,No,4,83.7,59.6,74.2,68.6,66.6,51.1,77.5,66.3,0.5322,Fail,Medium
331,72.1,0.95,Yes,6.6,No,1,80.3,77.3,56.8,43.0,53.8,62.6,83.0,62.8,0.6182,Pass,Medium
332,40.1,3.29,No,0.6,No,6,73.0,50.2,47.4,61.5,70.7,41.1,67.4,56.4,0.4871,Fail,Low
333,46.5,0.39,Yes,2.0,No,1,61.8,48.9,46.8,41.1,59.4,43.5,71.4,51.8,0.4066,Fail,Low
334,100.0,1.48,No,1.2,No,5,65.9,90.9,92.4,81.8,98.9,82.1,99.3,90.9,0.7492,Pass,High
335,56.2,1.91,No,0.7,Yes,4,69.4,82.3,79.7,54.4,43.4,74.9,64.9,66.6,0.5288,Fail,Medium
336,55.0,0.14,No,1.3,Yes,2,69.1,54.2,53.4,63.9,59.1,49.7,62.4,57.1,0.4318,Fail,Low
337,82.7,0.26,No,0.0,No,1,74.5,58.2,44.6,83.9,71.0,77.0,58.4,65.5,0.585,Pass,Medium
338,46.8,0.37,No,0.1,No,2,64.0,46.1,40.6,57.8,28.0,36.2,26.1,39.1,0.366,Fail,Low
339,82.3,0.0,No,1.0,No,2,77.1,85.7,71.5,64.8,54.3,65.5,77.6,69.9,0.5759,Fail,Medium
340,90.4,0.0,Yes,3.9,No,1,75.2,65.3,82.1,80.9,77.4,81.1,70.2,76.2,0.6686,Pass,High
341,83.4,0.0,No,0.4,No,0,63.6,55.3,58.6,76.4,66.7,72.1,67.3,66.1,0.565,Fail,Medium
342,53.8,0.04,No,1.1,No,2,76.9,42.9,65.2,58.0,52.3,70.2,37.2,54.3,0.4069,Fail,Low
343,51.8,0.38,No,0.4,No,4,69.3,26.7,63.0,45.6,45.6,33.3,54.5,44.8,0.4051,Fail,Low
344,100.0,0.62,Yes,6.6,No,5,72.1,100.0,83.4,87.1,87.9,100.0,93.3,91.9,0.7658,Pass,High
345,71.9,1.23,No,0.9,No,5,82.1,46.1,79.6,53.7,62.1,59.2,72.3,62.2,0.5835,Pass,Medium
346,93.7,1.82,Yes,3.6,No,7,80.7,97.1,89.2,93.6,80.9,85.1,83.7,88.3,0.7916,Pass,High
347,82.7,0.0,No,0.8,No,1,65.1,40.9,81.8,72.1,83.9,53.8,61.8,65.7,0.5646,Fail,Medium
348,59.2,2.34,Yes,7.4,No,4,84.1,58.8,74.7,85.6,65.4,86.9,63.0,72.4,0.6198,Pass,Medium
349,68.9,0.04,Yes,1.3,No,1,65.7,54.5,44.6,49.3,84.8,69.9,47.9,58.5,0.5256,Fail,Medium
350,47.3,1.15,No,0.8,No,3,68.6,42.2,46.1,36.9,56.3,47.6,58.0,47.8,0.4156,Fail,Low
351,66.6,0.0,No,0.1,No,0,62.9,47.2,47.2,61.6,44.3,50.2,40.9,48.6,0.4627,Fail,Low
352,46.8,1.03,No,0.2,No,3,62.0,48.9,68.1,48.0,46.9,49.1,51.2,52.0,0.3985,Fail,Low
353,92.1,1.3,No,0.3,No,5,64.3,88.7,61.9,98.1,94.6,74.5,70.2,81.3,0.6889,Pass,High
354,82.7,0.0,No,0.8,No,2,68.3,70.5,63.3,71.7,55.5,52.9,44.3,59.7,0.569,Fail,Medium
355,95.2,0.45,Yes,0.5,No,2,73.4,96.5,79.6,91.3,79.5,73.0,82.2,83.7,0.7108,Pass,High
356,89.3,0.25,No,0.3,No,2,71.9,61.6,58.5,87.3,90.6,62.6,87.9,74.8,0.6234,Pass,Medium
357,61.3,0.68,No,0.0,No,1,65.2,29.5,40.4,48.4,58.2,60.4,34.5,45.2,0.4682,Fail,Low
358,52.4,0.64,Yes,5.4,Yes,4,60.3,71.2,87.2,62.7,70.6,66.8,70.7,71.5,0.4852,Fail,Low
359,56.1,0.78,No,0.1,No,5,75.6,36.1,41.4,32.9,55.8,45.4,21.8,38.9,0.4577,Fail,Low
360,94.5,0.0,Yes,2.8,No,2,71.0,91.1,91.9,100.0,100.0,74.4,44.3,83.6,0.6875,Pass,High
361,79.1,1.19,No,0.0,No,4,80.4,76.3,85.6,48.3,68.2,79.3,80.3,73.0,0.6195,Pass,Medium
362,72.3,0.18,Yes,6.8,No,5,85.2,75.2,36.4,56.6,48.0,75.4,92.4,64.0,0.5912,Pass,Medium
363,90.3,0.57,Yes,4.4,Yes,8,61.2,76.3,81.7,91.7,94.6,72.8,85.9,83.8,0.7125,Pass,High
364,47.3,2.51,Yes,3.7,Yes,0,65.7,67.5,52.2,51.4,93.8,77.5,62.7,67.5,0.5442,Fail,Medium
365,64.7,1.17,Yes,2.6,Yes,5,76.5,88.2,83.1,38.8,47.8,60.4,61.1,63.2,0.596,Pass,Medium
366,96.1,0.44,Yes,3.0,No,5,77.4,89.8,100.0,78.3,79.9,74.0,84.2,84.4,0.7298,Pass,High
367,37.8,2.98,No,0.1,No,2,79.5,48.2,32.4,44.5,46.0,45.3,46.9,43.9,0.458,Fail,Low
368,49.5,1.86,No,0.2,No,8,71.6,60.3,62.7,41.3,38.0,40.1,34.1,46.1,0.4721,Fail,Low
369,94.8,2.93,No,0.6,Yes,4,83.9,100.0,88.3,95.6,100.0,97.7,100.0,96.9,0.8257,Pass,High
370,66.9,0.95,Yes,6.9,Yes,4,63.4,65.7,71.5,61.5,58.2,81.5,48.3,64.4,0.5946,Pass,Medium
371,21.0,1.72,No,0.9,No,6,58.1,31.6,11.7,27.2,26.9,35.9,23.9,26.2,0.2799,Fail,Low
372,49.3,1.13,No,0.0,No,8,61.7,39.0,48.6,64.9,50.8,28.3,49.4,46.8,0.424,Fail,Low
373,100.0,1.23,Yes,2.8,No,4,78.1,87.7,86.4,100.0,92.7,99.7,74.3,90.1,0.7916,Pass,High
374,79.5,0.0,No,1.2,No,2,56.8,41.0,48.1,69.6,47.5,64.8,49.7,53.4,0.5393,Fail,Medium
375,73.0,1.22,No,0.7,No,4,66.6,55.3,45.4,79.4,56.4,92.5,63.7,65.4,0.5724,Fail,Medium
376,59.2,0.0,Yes,4.0,Yes,7,71.0,45.6,56.0,67.1,53.2,55.8,81.1,59.8,0.505,Fail,Low
377,60.5,2.51,No,0.5,No,4,88.6,78.8,80.9,58.0,58.4,87.8,76.3,73.4,0.5834,Pass,Medium
378,72.1,1.22,No,1.1,No,2,78.6,52.3,72.0,70.0,58.4,71.6,68.2,65.4,0.5774,Pass,Medium
379,43.8,0.43,Yes,3.1,No,1,65.4,42.7,41.0,44.7,72.6,56.0,40.5,49.6,0.3987,Fail,Low
380,100.0,1.5,No,0.3,No,2,68.1,96.8,73.9,79.4,54.7,100.0,79.2,80.7,0.7464,Pass,High
381,81.3,0.0,No,1.1,No,3,64.3,53.7,38.1,59.1,61.1,55.6,58.7,54.4,0.5586,Fail,Medium
382,66.2,0.0,Yes,2.3,No,4,74.3,53.4,65.3,33.9,67.8,61.1,81.4,60.5,0.5222,Fail,Medium
383,51.7,0.24,No,0.0,No,4,46.6,55.5,43.7,18.9,47.6,42.7,33.2,40.3,0.3738,Fail,Low
384,50.5,1.25,Yes,5.3,Yes,3,64.7,66.3,28.5,79.2,55.2,51.2,67.5,58.0,0.5072,Fail,Low
385,100.0,0.0,No,0.0,No,0,75.3,66.4,67.3,70.4,88.5,63.2,92.5,74.7,0.6753,Pass,High
386,71.5,3.25,No,0.1,Yes,2,73.1,87.4,73.2,100.0,63.4,61.2,100.0,80.9,0.6874,Pass,High
387,100.0,0.43,No,0.0,No,3,61.6,71.3,100.0,60.8,81.4,70.9,60.8,74.2,0.6868,Pass,High
388,38.4,1.87,No,0.0,No,2,65.9,43.9,61.5,20.7,46.6,43.8,47.8,44.1,0.3923,Fail,Low
389,54.5,1.54,Yes,1.4,Yes,5,68.7,73.5,71.1,57.5,59.1,55.7,73.3,65.0,0.5425,Fail,Medium
390,81.1,0.7,No,1.2,No,2,74.0,91.9,78.4,49.7,92.4,59.0,71.8,73.9,0.6011,Pass,Medium
391,72.1,2.34,No,1.0,No,4,89.2,63.4,82.6,69.9,54.9,76.8,66.7,69.0,0.6463,Pass,High
392,100.0,2.53,Yes,2.9,No,2,79.9,100.0,85.3,100.0,100.0,100.0,100.0,97.6,0.8562,Pass,High
393,64.9,1.28,No,0.7,No,5,74.2,65.5,78.3,62.8,53.4,67.0,66.9,65.6,0.5356,Fail,Medium
394,87.1,1.39,Yes,2.4,No,5,84.5,83.9,90.8,92.2,89.3,83.3,85.2,87.4,0.7288,Pass,High
395,62.7,2.45,Yes,6.5,No,5,69.1,98.8,87.6,75.2,69.2,52.2,70.1,75.5,0.6303,Pass,Medium
396,72.6,0.84,Yes,5.1,No,4,73.8,97.4,64.7,70.3,72.1,73.8,72.1,75.1,0.6092,Pass,Medium
397,56.0,1.06,Yes,6.2,No,5,72.3,37.5,62.6,34.8,53.3,65.5,34.4,48.0,0.523,Fail,Medium
398,96.7,0.17,Yes,1.6,Yes,1,52.3,57.6,52.5,90.8,86.3,75.4,56.2,69.8,0.7062,Pass,High
399,67.0,2.97,Yes,5.0,Yes,3,71.4,70.8,100.0,85.4,86.5,88.1,70.1,83.5,0.6982,Pass,High
400,78.9,1.63,No,0.4,No,2,87.7,61.2,72.8,86.7,79.7,64.0,60.7,70.8,0.6461,Pass,High
401,88.8,1.46,No,0.6,No,1,81.7,82.1,75.9,82.5,77.0,84.5,85.2,81.2,0.6902,Pass,High
402,80.7,2.25,Yes,2.7,No,3,76.4,99.3,94.3,83.8,98.9,90.9,92.8,93.3,0.7236,Pass,High
403,77.1,1.41,Yes,5.4,Yes,5,71.3,74.4,57.2,100.0,68.6,80.1,84.6,77.5,0.6841,Pass,High
404,69.8,1.99,No,0.6,No,4,76.5,52.6,70.0,52.0,79.1,69.8,71.1,65.8,0.6013,Pass,Medium
405,98.3,0.23,Yes,2.2,Yes,4,76.3,100.0,76.7,99.7,100.0,73.1,62.1,85.3,0.7481,Pass,High
406,81.3,1.41,Yes,4.0,No,2,79.4,98.4,100.0,93.7,85.7,81.1,56.2,85.9,0.6902,Pass,High
407,79.1,0.0,Yes,5.6,No,0,77.6,79.7,65.1,69.7,77.8,42.1,64.6,66.5,0.6062,Pass,Medium
408,73.9,0.93,No,0.0,No,2,72.2,76.8,71.7,76.2,67.4,54.9,66.0,68.8,0.5646,Fail,Medium
409,56.9,0.0,Yes,1.2,Yes,1,63.9,42.7,58.8,62.6,53.4,58.5,64.0,56.7,0.4696,Fail,Low
410,58.7,1.48,Yes,1.0,Yes,6,83.4,68.5,88.0,54.9,80.2,59.7,75.7,71.2,0.5796,Pass,Medium
411,100.0,1.31,Yes,4.2,No,8,76.6,90.5,83.4,78.9,96.5,85.7,98.5,88.9,0.8026,Pass,High
412,89.2,2.03,Yes,2.1,No,5,78.9,83.1,75.7,79.3,98.9,71.7,89.0,83.0,0.7671,Pass,High
413,50.5,0.0,Yes,0.5,Yes,3,70.5,58.6,67.0,50.5,61.9,38.6,54.6,55.2,0.4385,Fail,Low
414,47.7,1.06,No,0.3,No,2,67.7,49.7,48.2,34.0,60.3,22.3,49.2,43.9,0.4102,Fail,Low
415,47.9,0.63,No,1.5,No,4,91.3,26.0,32.8,58.8,44.9,62.4,50.3,45.9,0.4189,Fail,Low
416,52.0,1.61,Yes,5.4,Yes,4,63.9,34.0,64.1,54.7,69.1,72.4,23.4,53.0,0.5349,Fail,Medium
417,42.7,1.13,No,1.1,No,5,68.3,37.6,40.2,43.2,30.9,54.7,45.9,42.1,0.39,Fail,Low
418,79.0,0.0,Yes,4.2,No,2,64.2,40.5,66.2,49.6,66.2,60.5,63.9,57.8,0.5912,Pass,Medium
419,38.3,1.71,Yes,4.2,No,3,65.0,41.6,60.7,55.7,49.4,62.8,33.2,50.6,0.4346,Fail,Low
420,55.3,2.2,Yes,3.0,No,1,69.2,45.4,56.5,53.9,64.6,73.3,71.7,60.9,0.5598,Fail,Medium
421,59.7,3.19,Yes,4.8,No,4,77.5,63.4,87.9,73.9,100.0,72.0,76.6,79.0,0.6522,Pass,High
422,57.8,2.19,Yes,0.5,No,5,65.7,37.8,88.6,74.2,27.5,60.7,76.8,60.9,0.5695,Fail,Medium
423,69.4,2.06,Yes,1.8,Yes,4,74.2,64.1,52.1,78.0,71.1,83.8,73.0,70.4,0.6631,Pass,High
